0,0
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,14
0,15
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,25
0,26
0,27
0,28
0,29
0,30
0,31
0,32
0,33
0,34
0,35
0,36
0,37
0,38
0,39
0,40
0,41
1,42
2,43
3,44
4,45
5,46
6,47
7,48
8,49
9,50
10,51
11,52
12,53
12,54
12,55
12,56
12,57
12,58
12,59
12,60
12,61
12,62
12,63
12,64
12,65
13,66
14,67
15,68
16,69
17,70
18,71
19,72
20,73
21,74
22,75
23,76
24,77
25,78
26,79
27,80
28,81
29,82
30,83
31,84
32,85
33,86
34,87
35,88
36,89
37,90
38,91
39,92
40,93
41,93
42,93
43,93
44,93
45,93
46,94
47,95
48,96
49,97
50,98
51,99
52,100
53,101
54,102
55,103
56,104
57,105
58,106
59,107
60,108
61,109
62,110
63,111
64,112
65,113
66,114
67,115
68,116
69,117
70,118
71,119
72,120
72,121
72,122
72,123
72,124
72,125
72,126
72,127
73,128
73,129
74,130
75,131
75,132
76,133
77,134
77,135
78,136
79,137
79,138
80,139
81,140
82,141
83,142
84,143
85,144
86,145
87,146
88,147
89,148
90,149
91,150
92,151
93,152
94,153
95,154
96,155
97,156
98,157
99,158
100,159
101,160
102,161
103,162
104,163
105,164
106,165
107,166
108,167
109,168
110,169
111,170
112,171
113,172
114,173
115,174
116,175
117,176
118,177
119,178
120,179
121,180
122,181
123,182
124,183
125,184
126,185
127,186
128,187
129,188
130,189
130,190
130,191
130,192
130,193
131,194
132,195
133,196
134,197
135,198
136,199
137,200
138,201
139,202
140,203
141,204
142,205
143,206
144,207
145,208
146,209
147,210
148,211
149,212
150,213
151,214
152,215
153,216
154,217
155,218
156,219
157,220
158,221
159,222
160,223
161,224
162,225
163,226
164,227
165,228
166,229
167,230
168,231
169,232
170,233
171,234
172,235
173,236
174,237
175,238
176,239
177,240
178,241
179,242
180,243
181,244
182,245
183,246
184,247
185,248
186,249
187,250
188,251
189,252
190,253
191,254
192,255
193,256
194,257
195,258
195,259
195,260
195,261
196,262
196,263
197,264
198,265
199,266
200,267
201,268
202,269
203,270
204,271
205,272
206,273
207,274
208,275
209,276
210,277
211,278
212,279
213,280
214,281
215,282
216,283
217,284
218,285
219,286
220,287
221,288
222,289
223,290
224,291
225,292
226,293
227,294
228,295
229,296
230,297
231,298
232,299
233,300
234,301
235,302
236,303
237,304
238,305
239,306
240,307
241,308
242,309
243,310
244,311
245,312
246,313
247,314
248,315
249,316
250,317
251,318
251,319
252,320
253,321
254,322
254,323
255,324
256,325
257,326
258,327
259,328
260,329
261,330
262,331
263,332
264,333
265,334
266,335
267,336
268,337
269,338
270,339
271,340
272,341
273,342
274,343
275,344
276,345
277,346
278,347
279,348
280,349
281,350
282,351
283,352
284,353
285,354
286,355
287,356
288,357
289,358
289,359
290,360
291,361
292,362
293,363
293,364
294,365
295,366
295,367
295,368
296,369
297,370
298,371
299,372
300,373
301,374
302,375
303,376
304,377
305,378
306,379
307,380
308,381
309,382
310,383
311,384
312,385
313,386
314,387
315,388
316,389
317,390
318,391
319,392
320,393
321,394
322,395
323,396
324,397
325,398
326,399
327,400
328,401
329,402
330,403
331,404
332,405
333,406
334,407
335,408
336,409
337,410
338,411
339,412
340,413
341,414
341,415
342,416
343,417
343,418
344,419
345,420
346,421
347,422
348,423
349,424
350,425
351,426
352,427
353,428
354,429
355,430
356,431
357,432
358,433
359,434
360,435
361,436
362,437
363,438
364,439
365,440
366,441
367,442
368,443
369,444
370,445
371,446
372,447
373,448
374,449
375,450
375,451
376,452
376,453
377,454
377,455
378,456
378,457
378,458
379,459
380,460
381,461
382,462
383,463
384,464
385,465
386,466
387,467
388,468
389,469
390,470
391,471
392,472
393,473
394,474
395,475
396,476
397,477
398,478
398,479
399,480
399,481
399,482
400,483
400,484
400,485
401,486
402,487
403,488
404,489
405,490
406,491
407,492
408,493
409,494
410,495
411,496
412,497
413,498
414,499
415,500
416,501
417,502
418,503
419,504
420,505
421,506
422,507
423,508
424,509
425,510
426,511
427,512
428,513
429,514
430,515
431,516
432,517
433,518
434,519
435,520
436,521
437,522
438,523
439,524
440,525
441,526
442,527
443,528
444,529
445,530
446,531
447,532
448,533
449,534
450,535
451,536
452,537
453,538
453,539
454,540
455,541
456,542
457,543
458,544
